"Istituto Principale";Scuola;"Tipo Istituto";"Tipo Gestione";Dirigente;Direttore;"Coordinatore Pedagogico";Indirizzo;Comune;Telefono;Fax;"Email istituto";"Email dirigenza";"Email segreteria";"Sito web";"Codice MIUR"
"ISTITUTO COMPRENSIVO CAVALESE";"SCUOLA PRIMARIA CAVALESE";;"A carattere statale/provinciale";"ROBERTO TROLLI";;;"Largo Bosin, 2 38033";CAVALESE;0462/340314;0462/342294;ic.cavalese@pec.provincia.tn.it;dir.cavalese@scuole.provincia.tn.it;segr.cavalese@scuole.provincia.tn.it;https://www.iccavalese.it;TNEE80905B
"ISTITUTO COMPRENSIVO MEZZOLOMBARDO - PAGANELLA";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"CINZIA CASNA";;;"Via Degli Alpini, 17 38017";MEZZOLOMBARDO;0461/601125;0461/601125;ic.mezzolombardo@pec.provincia.tn.it;dir.ic.mezzolombardo@scuole.provincia.tn.it;segr.ic.mezzolombardo@scuole.provincia.tn.it;https://icmezzolombardopaganella.edu.it;TNIC824007
"ISTITUTO COMPRENSIVO DEL CHIESE ""Don L. Milani""";"SCUOLA PRIMARIA PIEVE DI BONO - CRETO";;"A carattere statale/provinciale";"ROMEO COLLINI";;;"Via Fiera - Creto - Pieve di Bono, 1 38085";"PIEVE DI BONO-PREZZO";0465/674049;0465/687076;ic.chiese-storo@pec.provincia.tn.it;dir.ic.chiese@scuole.provincia.tn.it;segr.ic.chiese@scuole.provincia.tn.it;https://www.istitutodelchiese.it;TNEE83808E
"ISTITUTO COMPRENSIVO LAVIS";"SCUOLA PRIMARIA ""DON G. GRAZIOLI"" LAVIS";;"A carattere statale/provinciale";"FRANCESCA LASARACINA";;;"Via Degasperi, 18 38015";LAVIS;0461/246535;0461/242955;ic.lavis@pec.provincia.tn.it;dir.ic.lavis@scuole.provincia.tn.it;segr.ic.lavis@scuole.provincia.tn.it;https://www.iclavis.it;TNEE825015
"ISTITUTO COMPRENSIVO VALLE DEI LAGHI - DRO";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"ALESSANDRO FABRIS";;;"Via Roma - Vezzano, 3 38070";VALLELAGHI;0461/864026;0461/340648;ic.valledeilaghi@pec.provincia.tn.it;dir.ic.valledeilaghi@scuole.provincia.tn.it;segr.ic.valledeilaghi@scuole.provincia.tn.it;https://www.icvalledeilaghidro.it;TNIC84400C
"ISTITUTO COMPRENSIVO TAIO";"SCUOLA PRIMARIA ""MONS. A. NEGRI"" TRES";;"A carattere statale/provinciale";"MAURA ZINI";;;"Via Nazionale -Tres, 12 38012";PREDAIA;0463/468193;0463/467616;ic.taio@pec.provincia.tn.it;dir.ictaio@scuole.provincia.tn.it;segr.ictaio@scuole.provincia.tn.it;https://www.ictaio.it;TNEE826055
"ISTITUTO COMPRENSIVO CIVEZZANO";"SCUOLA PRIMARIA SEREGNANO CIVEZZANO";;"A carattere statale/provinciale";"VENERA MUNAFO'";;;"Frazione Cogatti,   38045";CIVEZZANO;0461/858485;0461/858901;ic.civezzano@pec.provincia.tn.it;dir.i.c.civezzano@scuole.provincia.tn.it;segr.i.c.civezzano@scuole.provincia.tn.it;https://www.iccivezzano.eu;TNEE817027
"ISTITUTO COMPRENSIVO ALTA VAL DI SOLE";"SCUOLA PRIMARIA ""E. BEZZI"" OSSANA";;"A carattere statale/provinciale";"FRANCO VANIN";;;"Via Di S Antonio, 21 38026";OSSANA;0463/751261;0463/750043;ic.altavaldisole@pec.provincia.tn.it;dir.icaltavaldisole@scuole.provincia.tn.it;segr.icaltavaldisole@scuole.provincia.tn.it;https://www.icaltavaldisole.it;TNEE832029
"ISTITUTO COMPRENSIVO GIUDICARIE ESTERIORI";"SCUOLA PRIMARIA CAMPO LOMASO";;"A carattere statale/provinciale";"BRUNO GENTILINI";;;"Frazione Campo Lomaso - Lomaso,  1 38070";"COMANO TERME";0465/701472;0465/702452;ic.giudicarieesteriori@pec.provincia.tn.it;dir.ic.pontearche@scuole.provincia.tn.it;segr.ic.pontearche@scuole.provincia.tn.it;https://www.giudicariescuola.it;TNEE83704E
"ISTITUTO COMPRENSIVO MEZZOCORONA";"SCUOLA PRIMARIA ""F.LLI BRONZETTI"" ROVERE' DELLA LUNA";;"A carattere statale/provinciale";"PAOLA SIGMUND";;;"Via Rosmini, 5/A 38030";"ROVERE' DELLA LUNA";0461/605409;0461/605142;ic.mezzocorona@pec.provincia.tn.it;dir.ic.mezzocorona@scuole.provincia.tn.it;segr.ic.mezzocorona@scuole.provincia.tn.it;https://www.icmezzocorona.it;TNEE82305N
"ISTITUTO COMPRENSIVO CEMBRA";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"STEFANO CHESINI";;;"Via Negritelle - Cembra, 1 38034";"CEMBRA LISIGNAGO";0461/683006;0461/682166;ic.cembra@pec.provincia.tn.it;dir.cembra@scuole.provincia.tn.it;segr.cembra@scuole.provincia.tn.it;https://www.iccembra.it;TNIC82200G
"ISTITUTO COMPRENSIVO STRIGNO E TESINO";"SCUOLA PRIMARIA SAMONE";;"A carattere statale/provinciale";"GIULIANA SIGHEL";;;"Via delle Praele, 21 38059";SAMONE;0461/762046;0461/763409;ic.strignotesino@pec.provincia.tn.it;dir.ic.strignoetesino@scuole.provincia.tn.it;segr.ic.strignoetesino@scuole.provincia.tn.it;https://www.icstrignoetesino.it;TNEE80104Q
"ISTITUTO COMPRENSIVO TRENTO 6";"SCUOLA PRIMARIA ""SAN VIGILIO"" VELA";;"A carattere statale/provinciale";"CHIARA GHETTA";;;"Localita La Vela, 3 38121";TRENTO;0461/236214;0461/230583;ic.trento6@pec.provincia.tn.it;dir.ic.tn6@scuole.provincia.tn.it;segr.ic.tn6@scuole.provincia.tn.it;https://www.ictrento6.it;TNEE85803E
"ISTITUTO COMPRENSIVO CENTRO VALSUGANA";"SCUOLA PRIMARIA ""P. MARTINELLI"" RONCEGNO TERME";;"A carattere statale/provinciale";"LOREDANA MONTANARO";;;"Via Baldessari, 15 38050";"RONCEGNO TERME";0461/764581;0461/771046;ic.centrovalsugana@pec.provincia.tn.it;dir.ic.centrovalsugana@scuole.provincia.tn.it;segr.ic.centrovalsugana@scuole.provincia.tn.it;https://www.iccentrovalsugana.it;TNEE813075
"ISTITUTO COMPRENSIVO RIVA 1";"SCUOLA PRIMARIA ""N. PERNICI"" RIVA DEL GARDA";;"A carattere statale/provinciale";"PAOLA BORTOLOTTI";;;"Viale Pernici, 21 38066";"RIVA DEL GARDA";0464/553088;0464/553088;riva1@pec.provincia.tn.it;dir.riva1@scuole.provincia.tn.it;segr.riva1@scuole.provincia.tn.it;https://www.riva1.it;TNEE841013
"ISTITUTO COMPRENSIVO PERGINE 2 ""C. Freinet""";"SCUOLA PRIMARIA ""G. RODARI"" PERGINE VALSUGANA";;"A carattere statale/provinciale";"STEFANO MORELATO";;;"Via Chimelli, 10 38057";"PERGINE VALSUGANA";0461/512312;0461/530043;ic.pergine2@pec.provincia.tn.it;dir.freinet@scuole.provincia.tn.it;segr.freinet@scuole.provincia.tn.it;https://www.icpergine2.it;TNEE81501E
"ISTITUTO COMPRENSIVO CEMBRA";"SCUOLA PRIMARIA ""DON L. MILANI"" LASES";;"A carattere statale/provinciale";"STEFANO CHESINI";;;"Via Principale, 43 38040";LONA-LASES;0461/683006;0461/682166;ic.cembra@pec.provincia.tn.it;dir.cembra@scuole.provincia.tn.it;segr.cembra@scuole.provincia.tn.it;https://www.iccembra.it;TNEE82206V
"ISTITUTO COMPRENSIVO MEZZOCORONA";"SCUOLA PRIMARIA ""A. DEGASPERI"" MEZZOCORONA";;"A carattere statale/provinciale";"PAOLA SIGMUND";;;"Via Dante, 9 38016";MEZZOCORONA;0461/605409;0461/605142;ic.mezzocorona@pec.provincia.tn.it;dir.ic.mezzocorona@scuole.provincia.tn.it;segr.ic.mezzocorona@scuole.provincia.tn.it;https://www.icmezzocorona.it;TNEE82304L
"ISTITUTO COMPRENSIVO CIVEZZANO";"SCUOLA PRIMARIA ""A. GIRARDI"" FORNACE";;"A carattere statale/provinciale";"VENERA MUNAFO'";;;"Via Dei Mori, 2 38040";FORNACE;0461/858485;0461/858901;ic.civezzano@pec.provincia.tn.it;dir.i.c.civezzano@scuole.provincia.tn.it;segr.i.c.civezzano@scuole.provincia.tn.it;https://www.iccivezzano.eu;TNEE817038
"ISTITUTO COMPRENSIVO GIUDICARIE ESTERIORI";"SCUOLA PRIMARIA RANGO BLEGGIO SUPERIORE";;"A carattere statale/provinciale";"BRUNO GENTILINI";;;"Frazione Rango,   38071";"BLEGGIO SUPERIORE";0465/701472;0465/702452;ic.giudicarieesteriori@pec.provincia.tn.it;dir.ic.pontearche@scuole.provincia.tn.it;segr.ic.pontearche@scuole.provincia.tn.it;https://www.giudicariescuola.it;TNEE83702C
"ISTITUTO COMPRENSIVO CAVALESE";"SCUOLA PRIMARIA MOLINA DI FIEMME";;"A carattere statale/provinciale";"ROBERTO TROLLI";;;"Via Segherie, 64/B 38030";"CASTELLO-MOLINA DI FIEMME";0462/340314;0462/342294;ic.cavalese@pec.provincia.tn.it;dir.cavalese@scuole.provincia.tn.it;segr.cavalese@scuole.provincia.tn.it;https://www.iccavalese.it;TNEE80904A
"ISTITUTO COMPRENSIVO ROVERETO EST";"SCUOLA PRIMARIA ""N. VALDUGA"" TERRAGNOLO";;"A carattere statale/provinciale";"MICHELE ROSA";;;"Frazione Piazza di Terragnolo, 18 38060";TERRAGNOLO;0464/433709;0464/450456;ic.roveretoest@pec.provincia.tn.it;dir.ic.roveretoest@scuole.provincia.tn.it;segr.ic.roveretoest@scuole.provincia.tn.it;https://www.roveretoest.it;TNEE85304C
"ISTITUTO COMPRENSIVO STRIGNO E TESINO";"SCUOLA PRIMARIA STRIGNO";;"A carattere statale/provinciale";"GIULIANA SIGHEL";;;"Piazza IV Novembre - Strigno, 12/A 38059";"CASTEL IVANO";0461/762046;0461/763409;ic.strignotesino@pec.provincia.tn.it;dir.ic.strignoetesino@scuole.provincia.tn.it;segr.ic.strignoetesino@scuole.provincia.tn.it;https://www.icstrignoetesino.it;TNEE80106T
"ISTITUTO COMPRENSIVO VALLE DEI LAGHI - DRO";"SCUOLA PRIMARIA PIETRAMURATA";;"A carattere statale/provinciale";"ALESSANDRO FABRIS";;;"Piazza Mercato,   38074";DRO;0461/864026;0461/340648;ic.valledeilaghi@pec.provincia.tn.it;dir.ic.valledeilaghi@scuole.provincia.tn.it;segr.ic.valledeilaghi@scuole.provincia.tn.it;https://www.icvalledeilaghidro.it;TNEE844101
"ISTITUTO COMPRENSIVO CENTRO VALSUGANA";"SCUOLA PRIMARIA RONCHI VALSUGANA";;"A carattere statale/provinciale";"LOREDANA MONTANARO";;;"Via Marchi, 14 38050";"RONCHI VALSUGANA";0461/764581;0461/771046;ic.centrovalsugana@pec.provincia.tn.it;dir.ic.centrovalsugana@scuole.provincia.tn.it;segr.ic.centrovalsugana@scuole.provincia.tn.it;https://www.iccentrovalsugana.it;TNEE813109
"ISTITUTO COMPRENSIVO RIVA 1";"SCUOLA PRIMARIA S. ALESSANDRO RIVA DEL GARDA";;"A carattere statale/provinciale";"PAOLA BORTOLOTTI";;;"Via S Alessandro, 11 38066";"RIVA DEL GARDA";0464/553088;0464/553088;riva1@pec.provincia.tn.it;dir.riva1@scuole.provincia.tn.it;segr.riva1@scuole.provincia.tn.it;https://www.riva1.it;TNEE841057
"ISTITUTO COMPRENSIVO LAVIS";"SCUOLA PRIMARIA PRESSANO LAVIS";;"A carattere statale/provinciale";"FRANCESCA LASARACINA";;;"Via Pilati, 31 38015";LAVIS;0461/246535;0461/242955;ic.lavis@pec.provincia.tn.it;dir.ic.lavis@scuole.provincia.tn.it;segr.ic.lavis@scuole.provincia.tn.it;https://www.iclavis.it;TNEE825026
"ISTITUTO COMPRENSIVO BASSA ANAUNIA - TUENNO";"SCUOLA PRIMARIA TASSULLO";;"A carattere statale/provinciale";"LICIA CAMPI";;;"Piazza Pilati - Tassullo, 6 38019";"VILLE D'ANAUNIA";0461/655783;0461/655783;ic.bassaanaunia@pec.provincia.tn.it;dir.ic.bassaanauniatuenno@scuole.provincia.tn.it;segr.ic.denno@scuole.provincia.tn.it;https://www.icbassaanauniatuenno.it;TNEE82908Q
"ISTITUTO COMPRENSIVO DI SCUOLA PRIMARIA E SECONDARIA DI PRIMIERO";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"MARIA PRODI";;;"Via Delle Fonti - Transacqua, 10 38054";"PRIMIERO SAN MARTINO DI CASTROZZA";0439/62435;0439/762466;ic.primiero@pec.provincia.tn.it;dir.icprimiero@scuole.provincia.tn.it;segr.icprimiero@scuole.provincia.tn.it;https://www.scuoleprimiero.it;TNIC810009
"ISTITUTO COMPRENSIVO VALLE DEI LAGHI - DRO";"SCUOLA PRIMARIA CAVEDINE";;"A carattere statale/provinciale";"ALESSANDRO FABRIS";;;"Via Don Negri, 21 38073";CAVEDINE;0461/864026;0461/340648;ic.valledeilaghi@pec.provincia.tn.it;dir.ic.valledeilaghi@scuole.provincia.tn.it;segr.ic.valledeilaghi@scuole.provincia.tn.it;https://www.icvalledeilaghidro.it;TNEE84406Q
"COOPERATIVA SOCIALE SACRA FAMIGLIA ONLUS";"SCUOLA PRIMARIA SACRA FAMIGLIA TRENTO";;Paritaria/equiparata;"MARCELLO SOTTOPIETRA";;;"Via Della Saluga, 7 38121";TRENTO;0461/080041;;cooperativasacrafamiglia@pec.it;segreteria@sacrafamigliatrento.it;segreteria@sacrafamigliatrento.it;https://www.sacrafamigliatrento.it;TN1E005006
"ISTITUTO COMPRENSIVO MEZZOCORONA";"SCUOLA PRIMARIA ""F. BIASI"" S.MICHELE ALL'ADIGE";;"A carattere statale/provinciale";"PAOLA SIGMUND";;;"Via Biasi, 1 38010";"SAN MICHELE ALL'ADIGE";0461/605409;0461/605142;ic.mezzocorona@pec.provincia.tn.it;dir.ic.mezzocorona@scuole.provincia.tn.it;segr.ic.mezzocorona@scuole.provincia.tn.it;https://www.icmezzocorona.it;TNEE82302E
"ISTITUTO COMPRENSIVO ALTA VAL DI SOLE";"SCUOLA PRIMARIA COGOLO DI PEIO";;"A carattere statale/provinciale";"FRANCO VANIN";;;"Via Rosmini, 6 38024";PEIO;0463/754498;0463/750043;ic.altavaldisole@pec.provincia.tn.it;dir.icaltavaldisole@scuole.provincia.tn.it;segr.icaltavaldisole@scuole.provincia.tn.it;https://www.icaltavaldisole.it;TNEE83204B
"ISTITUTO COMPRENSIVO VALLE DEI LAGHI - DRO";"SCUOLA PRIMARIA SARCHE CALAVINO";;"A carattere statale/provinciale";"ALESSANDRO FABRIS";;;"Via Caffaro - Sarche - Calavino, 2 38076";MADRUZZO;0461/864026;0461/340648;ic.valledeilaghi@pec.provincia.tn.it;dir.ic.valledeilaghi@scuole.provincia.tn.it;segr.ic.valledeilaghi@scuole.provincia.tn.it;https://www.icvalledeilaghidro.it;TNEE84401E
"ISTITUTO COMPRENSIVO ALTA VAL DI SOLE";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"FRANCO VANIN";;;"Via S Michele, 11 38026";OSSANA;0463/751129;0463/750043;ic.altavaldisole@pec.provincia.tn.it;dir.icaltavaldisole@scuole.provincia.tn.it;segr.icaltavaldisole@scuole.provincia.tn.it;https://www.icaltavaldisole.it;TNIC832006
"ISTITUTO COMPRENSIVO PERGINE 2 ""C. Freinet""";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"STEFANO MORELATO";;;"Via Amstetten, 4 38057";"PERGINE VALSUGANA";0461/512312;0461/530043;ic.pergine2@pec.provincia.tn.it;dir.freinet@scuole.provincia.tn.it;segr.freinet@scuole.provincia.tn.it;https://www.icpergine2.it;TNIC81500C
"ISTITUTO COMPRENSIVO DEL CHIESE ""Don L. Milani""";"SCUOLA PRIMARIA ""PADRE C. GNESOTTI"" STORO";;"A carattere statale/provinciale";"ROMEO COLLINI";;;"Via Papaleoni, 5 38089";STORO;0465/686039;0465/687076;ic.chiese-storo@pec.provincia.tn.it;dir.ic.chiese@scuole.provincia.tn.it;segr.ic.chiese@scuole.provincia.tn.it;https://www.istitutodelchiese.it;TNEE83804A
"ISTITUTO COMPRENSIVO BASSA ANAUNIA - TUENNO";"SCUOLA PRIMARIA FLAVON";;"A carattere statale/provinciale";"LICIA CAMPI";;;"Via Nazionale - Flavon,   38010";CONTÁ;0461/655783;0461/655783;ic.bassaanaunia@pec.provincia.tn.it;dir.ic.bassaanauniatuenno@scuole.provincia.tn.it;segr.ic.denno@scuole.provincia.tn.it;https://www.icbassaanauniatuenno.it;TNEE82906N
"ISTITUTO COMPRENSIVO RIVA 1";"SCUOLA PRIMARIA NAGO TORBOLE";;"A carattere statale/provinciale";"PAOLA BORTOLOTTI";;;"Via De Bonetti,   38069";NAGO-TORBOLE;0464/553088;0464/553088;riva1@pec.provincia.tn.it;dir.riva1@scuole.provincia.tn.it;segr.riva1@scuole.provincia.tn.it;https://www.riva1.it;TNEE841035
"ISTITUTO COMPRENSIVO CLES ""B. Clesio""";"SCUOLA PRIMARIA ""O.Focherini M.Marchesi"" MIONE RUMO";;"A carattere statale/provinciale";"MASSIMO GABURRO";;;"Via di Ronco - Mione, 17 38020";RUMO;0463/421457;0463/424830;ic.cles@pec.provincia.tn.it;dir.ic.cles@scuole.provincia.tn.it;segr.ic.cles@scuole.provincia.tn.it;https://www.iccles.it;TNEE83103E
"ISTITUTO COMPRENSIVO GIUDICARIE ESTERIORI";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"BRUNO GENTILINI";;;"Via S Giovanni Bosco - Ponte Arche - Bleggio Inferiore, 14 38070";"COMANO TERME";0465/701472;0465/702452;ic.giudicarieesteriori@pec.provincia.tn.it;dir.ic.pontearche@scuole.provincia.tn.it;segr.ic.pontearche@scuole.provincia.tn.it;https://www.giudicariescuola.it;TNIC837009
"ISTITUTO COMPRENSIVO PERGINE 1";"SCUOLA PRIMARIA CANEZZA";;"A carattere statale/provinciale";"DANIELA FRUET";;;"Via Delle Scuole, 4 38057";"PERGINE VALSUGANA";0461/532261;0461/533167;ic.pergine1@pec.provincia.tn.it;dir.ic.pergine1@scuole.provincia.tn.it;segr.ic.pergine1@scuole.provincia.tn.it;https://www.icpergine1.it/;TNEE81403R
"ISTITUTO COMPRENSIVO PERGINE 1";"SCUOLA PRIMARIA S.FELICE FIEROZZO";;"A carattere statale/provinciale";"DANIELA FRUET";;;"Maso Ronca, 1 38050";"FIEROZZO - VLARÖTZ";0461/532261;0461/533167;ic.pergine1@pec.provincia.tn.it;dir.ic.pergine1@scuole.provincia.tn.it;segr.ic.pergine1@scuole.provincia.tn.it;https://www.icpergine1.it/;TNEE81401P
"ISTITUTO COMPRENSIVO MEZZOLOMBARDO - PAGANELLA";"SCUOLA PRIMARIA ANDALO";;"A carattere statale/provinciale";"CINZIA CASNA";;;"Piazza S Vito, 1 38010";ANDALO;0461/601125;0461/601125;ic.mezzolombardo@pec.provincia.tn.it;dir.ic.mezzolombardo@scuole.provincia.tn.it;segr.ic.mezzolombardo@scuole.provincia.tn.it;https://icmezzolombardopaganella.edu.it;TNEE82406E
"ISTITUTO COMPRENSIVO STRIGNO E TESINO";"SCUOLA PRIMARIA ""A. DEGASPERI"" PIEVE TESINO";;"A carattere statale/provinciale";"GIULIANA SIGHEL";;;"Via Brigata Abruzzi, 6 38050";"PIEVE TESINO";0461/762046;0461/763409;ic.strignotesino@pec.provincia.tn.it;dir.ic.strignoetesino@scuole.provincia.tn.it;segr.ic.strignoetesino@scuole.provincia.tn.it;https://www.icstrignoetesino.it;TNEE80102N
"ISTITUTO COMPRENSIVO DEL CHIESE ""Don L. Milani""";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"ROMEO COLLINI";;;"Via Papaleoni, 5 38089";STORO;0465/686039;0465/687076;ic.chiese-storo@pec.provincia.tn.it;dir.ic.chiese@scuole.provincia.tn.it;segr.ic.chiese@scuole.provincia.tn.it;https://www.istitutodelchiese.it;TNIC838005
"ISTITUTO COMPRENSIVO ALTA VAL DI SOLE";"SCUOLA PRIMARIA COMMEZZADURA";;"A carattere statale/provinciale";"FRANCO VANIN";;;"Via Del Comun, 5 38020";COMMEZZADURA;0463/751129;0463/750043;ic.altavaldisole@pec.provincia.tn.it;dir.icaltavaldisole@scuole.provincia.tn.it;segr.icaltavaldisole@scuole.provincia.tn.it;https://www.icaltavaldisole.it;TNEE83208G
"ISTITUTO COMPRENSIVO ALDENO MATTARELLO";"SCUOLA PRIMARIA CIMONE";;"A carattere statale/provinciale";"MICHELE RUELE";;;"Frazione Petrolli, 37 38060";CIMONE;0461/855215;0464/946007;ic.aldeno-mattarello@pec.provincia.tn.it;dir.aldeno.mattarello@scuole.provincia.tn.it;segr.aldeno.mattarello@scuole.provincia.tn.it;https://www.icaldenomattarello.it;TNEE82103X
"ISTITUTO COMPRENSIVO TRENTO 6";"SCUOLA PRIMARIA ""A. SCHMID"" CRISTO RE TRENTO";;"A carattere statale/provinciale";"CHIARA GHETTA";;;"Via Schmid, 4 38121";TRENTO;0461/236214;0461/230583;ic.trento6@pec.provincia.tn.it;dir.ic.tn6@scuole.provincia.tn.it;segr.ic.tn6@scuole.provincia.tn.it;https://www.ictrento6.it;TNEE85802D
"ISTITUTO COMPRENSIVO ALA ""Antonio Bresciani""";"SCUOLA PRIMARIA ""A. BETTA"" ALA";;"A carattere statale/provinciale";"MAURA MAINO";;;"Via Betta, 9 38061";ALA;0464/671027;0464/674138;ic.ala@pec.provincia.tn.it;dir.ic.ala@scuole.provincia.tn.it;segr.ic.ala@scuole.provincia.tn.it;https://www.istitutocomprensivoala.it;TNEE84801T
"ISTITUTO COMPRENSIVO TRENTO 2 ""J. A. Comenius""";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"CARLO ZANETTI";;;"Via Ponte Alto, 2/1 38121";TRENTO;0461/982113;0461/237554;ic.comenius@pec.provincia.tn.it;dir.ictn2@scuole.provincia.tn.it;segr.ictn2@scuole.provincia.tn.it;https://www.icomenius.it;TNIC82000X
"ISTITUTO COMPRENSIVO VILLA LAGARINA";"SCUOLA PRIMARIA ""L. VICENTINI"" NOMI";;"A carattere statale/provinciale";"TIZIANA CHEMOTTI";;;"Via Romani, 12 38060";NOMI;0464/411312;0464/411705;ic.villalagarina@pec.provincia.tn.it;dir.ic.villalagarina@scuole.provincia.tn.it;segr.ic.villalagarina@scuole.provincia.tn.it;https://www.icvillalagarina.it;TNEE84606B
"ISTITUTO COMPRENSIVO DI SCUOLA PRIMARIA E SECONDARIA DI PRIMIERO";"SCUOLA PRIMARIA ""F. LOSS"" CANAL SAN BOVO";;"A carattere statale/provinciale";"MARIA PRODI";;;"Localita Lausen, 14 38050";"CANAL SAN BOVO";0439/62435;0439/762466;ic.primiero@pec.provincia.tn.it;dir.icprimiero@scuole.provincia.tn.it;segr.icprimiero@scuole.provincia.tn.it;https://www.scuoleprimiero.it;TNEE81001B
