"Istituto Principale";Scuola;"Tipo Istituto";"Tipo Gestione";Dirigente;Direttore;"Coordinatore Pedagogico";Indirizzo;Comune;Telefono;Fax;"Email istituto";"Email dirigenza";"Email segreteria";"Sito web";"Codice MIUR"
"ISTITUTO DI ISTRUZIONE ""M. Curie"" - PERGINE VALSUGANA";"EDUCAZIONE PER ADULTI RELATIVA AL PRIMO CICLO";;"A carattere statale/provinciale";"TIZIANA GULLI";;;"Via S Pietro, 4 38057";"PERGINE VALSUGANA";0461/511397;0461/531743;curie@pec.provincia.tn.it;dir.curie.pergine@scuole.provincia.tn.it;segr.curie.pergine@scuole.provincia.tn.it;https://www.curiepergine.it;TNCT703003
"ISTITUTO COMPRENSIVO MEZZOLOMBARDO - PAGANELLA";"SCUOLA SECONDARIA DI PRIMO GRADO ""C. Battisti"" ANDALO";;"A carattere statale/provinciale";"CINZIA CASNA";;;"Piazza S Vito, 1 38010";ANDALO;0461/601125;0461/601125;ic.mezzolombardo@pec.provincia.tn.it;dir.ic.mezzolombardo@scuole.provincia.tn.it;segr.ic.mezzolombardo@scuole.provincia.tn.it;https://icmezzolombardopaganella.edu.it;TNMM82403A
"ISTITUTO DI ISTRUZIONE ""La Rosa Bianca"" - CAVALESE";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"MARCO FELICETTI";;;"Via Gandhi, 1 38033";CAVALESE;0462/341449;0462/248071;weisserose@pec.provincia.tn.it;dir.iicavalese@scuole.provincia.tn.it;segr.iicavalese@scuole.provincia.tn.it;https://www.scuolefiemme.tn.it;TNIS00100P
"ISTITUTO COMPRENSIVO MEZZOLOMBARDO - PAGANELLA";"SCUOLA SECONDARIA DI PRIMO GRADO ""A. ECCHER DALL'ECO"" MEZZOLOMBARDO";;"A carattere statale/provinciale";"CINZIA CASNA";;;"Via Degli Alpini, 17 38017";MEZZOLOMBARDO;0461/601125;0461/601125;ic.mezzolombardo@pec.provincia.tn.it;dir.ic.mezzolombardo@scuole.provincia.tn.it;segr.ic.mezzolombardo@scuole.provincia.tn.it;https://icmezzolombardopaganella.edu.it;TNMM824018
"ISTITUTO COMPRENSIVO CEMBRA";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"STEFANO CHESINI";;;"Via Negritelle - Cembra, 1 38034";"CEMBRA LISIGNAGO";0461/683006;0461/682166;ic.cembra@pec.provincia.tn.it;dir.cembra@scuole.provincia.tn.it;segr.cembra@scuole.provincia.tn.it;https://www.iccembra.it;TNIC82200G
"ISTITUTO COMPRENSIVO TAIO";"SCUOLA SECONDARIA DI PRIMO GRADO ""F. BARBACOVI"" TAIO";;"A carattere statale/provinciale";"MAURA ZINI";;;"Via Degli Alpini - Taio, 17 38012";PREDAIA;0463/468193;0463/467616;ic.taio@pec.provincia.tn.it;dir.ictaio@scuole.provincia.tn.it;segr.ictaio@scuole.provincia.tn.it;https://www.ictaio.it;TNMM82601X
"ISTITUTO COMPRENSIVO CIVEZZANO";"SCUOLA SECONDARIA DI PRIMO GRADO ALBIANO";;"A carattere statale/provinciale";"VENERA MUNAFO'";;;"Via Manzoni, 10 38041";ALBIANO;0461/858485;0461/858901;ic.civezzano@pec.provincia.tn.it;dir.i.c.civezzano@scuole.provincia.tn.it;segr.i.c.civezzano@scuole.provincia.tn.it;https://www.iccivezzano.eu;TNMM817026
"ISTITUTO COMPRENSIVO TAIO";"SCUOLA SECONDARIA DI PRIMO GRADO ""F. BARBACOVI"" COREDO";;"A carattere statale/provinciale";"MAURA ZINI";;;"Via delle Scuole - Coredo,  6 38012";PREDAIA;0463/468193;0463/467616;ic.taio@pec.provincia.tn.it;dir.ictaio@scuole.provincia.tn.it;segr.ictaio@scuole.provincia.tn.it;https://www.ictaio.it;TNMM826021
"ISTITUTO COMPRENSIVO RIVA 1";"SCUOLA SECONDARIA DI PRIMO GRADO ""D. CHIESA"" RIVA DEL GARDA";;"A carattere statale/provinciale";"PAOLA BORTOLOTTI";;;"Viale Damiano Chiesa, 10 38066";"RIVA DEL GARDA";0464/553088;0464/553088;riva1@pec.provincia.tn.it;dir.riva1@scuole.provincia.tn.it;segr.riva1@scuole.provincia.tn.it;https://www.riva1.it;TNMM841012
"ISTITUTO SALESIANO MARIA AUSILIATRICE - TRENTO";"SCUOLA SECONDARIA DI PRIMO GRADO MARIA AUSILIATRICE TRENTO";;Paritaria/equiparata;"LARA PISETTA";;;"Via Barbacovi, 22 38122";TRENTO;0461/885555;;sdbtrento@pcert.postecert.it;;segreteria@sdbtrento.it;https://www.sdbtrento.it;TN1M00500B
"ISTITUTO DI ISTRUZIONE ""L. Guetti"" - TIONE DI TRENTO";"EDUCAZIONE PER ADULTI RELATIVA AL PRIMO CICLO";;"A carattere statale/provinciale";"RENATO PAOLI";;;"Via Durone, 53 38079";"TIONE DI TRENTO";0465/321735;0465/322811;guetti@pec.provincia.tn.it;dir.guetti@scuole.provincia.tn.it;segr.guetti@scuole.provincia.tn.it;https://www.guetti.tn.it;TNCT711002
"ISTITUTO COMPRENSIVO DI SCUOLA PRIMARIA E SECONDARIA DI PRIMIERO";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"MARIA PRODI";;;"Via Delle Fonti - Transacqua, 10 38054";"PRIMIERO SAN MARTINO DI CASTROZZA";0439/62435;0439/762466;ic.primiero@pec.provincia.tn.it;dir.icprimiero@scuole.provincia.tn.it;segr.icprimiero@scuole.provincia.tn.it;https://www.scuoleprimiero.it;TNIC810009
"ISTITUTO COMPRENSIVO RIVA 2 ""L. Pizzini""";"SCUOLA SECONDARIA DI PRIMO GRADO ""S. SIGHELE"" RIVA DEL GARDA";;"A carattere statale/provinciale";"MAURIZIO CAPRONI";;;"Piazza Contini, 8 38066";"RIVA DEL GARDA";0464/552170;0464/520789;ic.riva2@pec.provincia.tn.it;dir.ic.riva2@scuole.provincia.tn.it;segr.ic.riva2@scuole.provincia.tn.it;https://www.riva2.it;TNMM84201T
"ISTITUTO COMPRENSIVO PERGINE 1";"SCUOLA SECONDARIA DI PRIMO GRADO ""C. ANDREATTA"" PERGINE VALSUGANA";;"A carattere statale/provinciale";"DANIELA FRUET";;;"Via Caduti, 39 38057";"PERGINE VALSUGANA";0461/532261;0461/533167;ic.pergine1@pec.provincia.tn.it;dir.ic.pergine1@scuole.provincia.tn.it;segr.ic.pergine1@scuole.provincia.tn.it;https://www.icpergine1.it/;TNMM81401N
"ISTITUTO COMPRENSIVO LEVICO TERME";"SCUOLA SECONDARIA DI PRIMO GRADO ""G. B. DE GASPARIS"" LEVICO TERME";;"A carattere statale/provinciale";"EZIO MONTIBELLER";;;"Via della Pace, 5 38056";"LEVICO TERME";0461/706146;0461/706099;ic.levicoterme@pec.provincia.tn.it;dir.ic.levico@scuole.provincia.tn.it;segr.ic.levico@scuole.provincia.tn.it;https://www.iclevico.eu;TNMM818011
"ISTITUTO COMPRENSIVO ALTA VAL DI SOLE";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"FRANCO VANIN";;;"Via S Michele, 11 38026";OSSANA;0463/751129;0463/750043;ic.altavaldisole@pec.provincia.tn.it;dir.icaltavaldisole@scuole.provincia.tn.it;segr.icaltavaldisole@scuole.provincia.tn.it;https://www.icaltavaldisole.it;TNIC832006
"ISTITUTO COMPRENSIVO CAVALESE";"SCUOLA SECONDARIA DI PRIMO GRADO ""G. SEGANTINI"" CAVALESE";;"A carattere statale/provinciale";"ROBERTO TROLLI";;;"Piazza Verdi, 6 38033";CAVALESE;0462/340314;0462/342294;ic.cavalese@pec.provincia.tn.it;dir.cavalese@scuole.provincia.tn.it;segr.cavalese@scuole.provincia.tn.it;https://www.iccavalese.it;TNMM809016
"ISTITUTO COMPRENSIVO PERGINE 2 ""C. Freinet""";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"STEFANO MORELATO";;;"Via Amstetten, 4 38057";"PERGINE VALSUGANA";0461/512312;0461/530043;ic.pergine2@pec.provincia.tn.it;dir.freinet@scuole.provincia.tn.it;segr.freinet@scuole.provincia.tn.it;https://www.icpergine2.it;TNIC81500C
"ISTITUTO COMPRENSIVO STRIGNO E TESINO";"SCUOLA SECONDARIA DI PRIMO GRADO CASTELLO TESINO";;"A carattere statale/provinciale";"GIULIANA SIGHEL";;;"Via Battisti, 2 38053";"CASTELLO TESINO";0461/762046;0461/763409;ic.strignotesino@pec.provincia.tn.it;dir.ic.strignoetesino@scuole.provincia.tn.it;segr.ic.strignoetesino@scuole.provincia.tn.it;https://www.icstrignoetesino.it;TNMM80101G
"ISTITUTO COMPRENSIVO GIUDICARIE ESTERIORI";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"BRUNO GENTILINI";;;"Via S Giovanni Bosco - Ponte Arche - Bleggio Inferiore, 14 38070";"COMANO TERME";0465/701472;0465/702452;ic.giudicarieesteriori@pec.provincia.tn.it;dir.ic.pontearche@scuole.provincia.tn.it;segr.ic.pontearche@scuole.provincia.tn.it;https://www.giudicariescuola.it;TNIC837009
"ISTITUTO COMPRENSIVO CLES ""B. Clesio""";"SCUOLA SECONDARIA DI PRIMO GRADO ""V. Inama"" CLES";;"A carattere statale/provinciale";"MASSIMO GABURRO";;;"Via Chini, 31 38023";CLES;0463/421457;0463/424830;ic.cles@pec.provincia.tn.it;dir.ic.cles@scuole.provincia.tn.it;segr.ic.cles@scuole.provincia.tn.it;https://www.iccles.it;TNMM83101B
"ISTITUTO COMPRENSIVO DEL CHIESE ""Don L. Milani""";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"ROMEO COLLINI";;;"Via Papaleoni, 5 38089";STORO;0465/686039;0465/687076;ic.chiese-storo@pec.provincia.tn.it;dir.ic.chiese@scuole.provincia.tn.it;segr.ic.chiese@scuole.provincia.tn.it;https://www.istitutodelchiese.it;TNIC838005
"ISTITUTO COMPRENSIVO TRENTO 2 ""J. A. Comenius""";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"CARLO ZANETTI";;;"Via Ponte Alto, 2/1 38121";TRENTO;0461/982113;0461/237554;ic.comenius@pec.provincia.tn.it;dir.ictn2@scuole.provincia.tn.it;segr.ictn2@scuole.provincia.tn.it;https://www.icomenius.it;TNIC82000X
"ISTITUTO COMPRENSIVO RIVA 2 ""L. Pizzini""";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"MAURIZIO CAPRONI";;;"Piazza Contini, 8 38066";"RIVA DEL GARDA";0464/552170;0464/520789;ic.riva2@pec.provincia.tn.it;dir.ic.riva2@scuole.provincia.tn.it;segr.ic.riva2@scuole.provincia.tn.it;https://www.riva2.it;TNIC84200R
"ISTITUTO COMPRENSIVO MEZZOLOMBARDO - PAGANELLA";"SCUOLA SECONDARIA DI PRIMO GRADO SPORMAGGIORE";;"A carattere statale/provinciale";"CINZIA CASNA";;;"Via Alt Spaur, 5 38010";SPORMAGGIORE;0461/601125;0461/601125;ic.mezzolombardo@pec.provincia.tn.it;dir.ic.mezzolombardo@scuole.provincia.tn.it;segr.ic.mezzolombardo@scuole.provincia.tn.it;https://icmezzolombardopaganella.edu.it;TNMM82404B
"ISTITUTO DI ISTRUZIONE ""M. Martini"" - MEZZOLOMBARDO";"EDUCAZIONE PER ADULTI RELATIVA AL PRIMO CICLO";;"A carattere statale/provinciale";"VALENTINA ZANOLLA";;;"Via Perlasca, 4 38017";MEZZOLOMBARDO;0461/601122;0461/601470;martini@pec.provincia.tn.it;dir.martini.mezzolombardo@scuole.provincia.tn.it;segr.martini.mezzolombardo@scuole.provincia.tn.it;https://www.martinomartini.eu;TNCT70400V
"ISTITUTO COMPRENSIVO TRENTO 6";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"CHIARA GHETTA";;;"Corso Buonarroti, 50 38122";TRENTO;0461/236214;0461/230583;ic.trento6@pec.provincia.tn.it;dir.ic.tn6@scuole.provincia.tn.it;segr.ic.tn6@scuole.provincia.tn.it;https://www.ictrento6.it;TNIC85800A
"ISTITUTO COMPRENSIVO TRENTO 2 ""J. A. Comenius""";"SCUOLA SECONDARIA DI PRIMO GRADO ""ARGENTARIO"" TRENTO";;"A carattere statale/provinciale";"CARLO ZANETTI";;;"Via Ponte Alto, 2/1 38121";TRENTO;0461/982113;0461/237554;ic.comenius@pec.provincia.tn.it;dir.ictn2@scuole.provincia.tn.it;segr.ictn2@scuole.provincia.tn.it;https://www.icomenius.it;TNMM820011
"ISTITUTO COMPRENSIVO CAVALESE";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"ROBERTO TROLLI";;;"Piazza Verdi, 6 38033";CAVALESE;0462/340314;0462/342294;ic.cavalese@pec.provincia.tn.it;dir.cavalese@scuole.provincia.tn.it;segr.cavalese@scuole.provincia.tn.it;https://www.iccavalese.it;TNIC809005
"ISTITUTO COMPRENSIVO GIUDICARIE ESTERIORI";"SCUOLA SECONDARIA DI PRIMO GRADO ""G. PRATI"" PONTE ARCHE";;"A carattere statale/provinciale";"BRUNO GENTILINI";;;"Via S Giovanni Bosco - Ponte Arche - Bleggio Inferiore, 14 38070";"COMANO TERME";0465/701472;0465/702452;ic.giudicarieesteriori@pec.provincia.tn.it;dir.ic.pontearche@scuole.provincia.tn.it;segr.ic.pontearche@scuole.provincia.tn.it;https://www.giudicariescuola.it;TNMM83701A
"ISTITUTO COMPRENSIVO VILLA LAGARINA";"SCUOLA SECONDARIA DI PRIMO GRADO ""A. FRANK"" VILLA LAGARINA";;"A carattere statale/provinciale";"TIZIANA CHEMOTTI";;;"Via Stockstadt Am Rhein, 3 38060";"VILLA LAGARINA";0464/411312;0464/411705;ic.villalagarina@pec.provincia.tn.it;dir.ic.villalagarina@scuole.provincia.tn.it;segr.ic.villalagarina@scuole.provincia.tn.it;https://www.icvillalagarina.it;TNMM846015
"ISTITUTO COMPRENSIVO CENTRO VALSUGANA";"SCUOLA SECONDARIA DI PRIMO GRADO ""M. POLA"" RONCEGNO TERME";;"A carattere statale/provinciale";"LOREDANA MONTANARO";;;"Via Don Meggio, 2/A 38050";"RONCEGNO TERME";0461/764581;0461/771046;ic.centrovalsugana@pec.provincia.tn.it;dir.ic.centrovalsugana@scuole.provincia.tn.it;segr.ic.centrovalsugana@scuole.provincia.tn.it;https://www.iccentrovalsugana.it;TNMM81302V
"ISTITUTO COMPRENSIVO LAVIS";"SCUOLA SECONDARIA DI PRIMO GRADO ""A. STAINER"" LAVIS";;"A carattere statale/provinciale";"FRANCESCA LASARACINA";;;"Via Sette, 13/A 38015";LAVIS;0461/246535;0461/242955;ic.lavis@pec.provincia.tn.it;dir.ic.lavis@scuole.provincia.tn.it;segr.ic.lavis@scuole.provincia.tn.it;https://www.iclavis.it;TNMM825014
"ISTITUTO COMPRENSIVO PERGINE 2 ""C. Freinet""";"SCUOLA SECONDARIA DI PRIMO GRADO ""T. GARBARI"" PERGINE VALSUGANA";;"A carattere statale/provinciale";"STEFANO MORELATO";;;"Via Amstetten, 4 38057";"PERGINE VALSUGANA";0461/512312;0461/530043;ic.pergine2@pec.provincia.tn.it;dir.freinet@scuole.provincia.tn.it;segr.freinet@scuole.provincia.tn.it;https://www.icpergine2.it;TNMM81501D
"COLLEGIO ARCIVESCOVILE DAME INGLESI - ROVERETO";"SCUOLA SECONDARIA DI PRIMO GRADO ARCIVESCOVILE DAME INGLESI ROVERETO";;Paritaria/equiparata;"CHRISTIAN BONAZZA";"BRUNO DAVES";;"Corso Bettini, 31 38068";ROVERETO;0464/406000;0464/406077;collegioarcivescovile@pec.it;dameinglesi@arcivescoviletrento.it;lia@arcivescoviletrento.it;https://www.arcivescoviletrento.it;TN1M00200X
"ISTITUTO COMPRENSIVO TRENTO 6";"SCUOLA SECONDARIA DI PRIMO GRADO ""A. MANZONI"" TRENTO";;"A carattere statale/provinciale";"CHIARA GHETTA";;;"Corso Buonarroti, 50 38122";TRENTO;0461/236214;0461/230583;ic.trento6@pec.provincia.tn.it;dir.ic.tn6@scuole.provincia.tn.it;segr.ic.tn6@scuole.provincia.tn.it;https://www.ictrento6.it;TNMM85801B
"ISTITUTO COMPRENSIVO CEMBRA";"SCUOLA SECONDARIA DI PRIMO GRADO ""A. VIELMETTI"" CEMBRA";;"A carattere statale/provinciale";"STEFANO CHESINI";;;"Via Negritelle - Cembra, 1 38034";"CEMBRA LISIGNAGO";0461/683006;0461/682166;ic.cembra@pec.provincia.tn.it;dir.cembra@scuole.provincia.tn.it;segr.cembra@scuole.provincia.tn.it;https://www.iccembra.it;TNMM82201L
"ISTITUTO COMPRENSIVO BASSA ANAUNIA - TUENNO";"SCUOLA SECONDARIA DI PRIMO GRADO ""V. VIELMETTI"" DENNO";;"A carattere statale/provinciale";"LICIA CAMPI";;;"Via Colle Verde, 3 38010";DENNO;0461/655783;0461/655783;ic.bassaanaunia@pec.provincia.tn.it;dir.ic.bassaanauniatuenno@scuole.provincia.tn.it;segr.ic.denno@scuole.provincia.tn.it;https://www.icbassaanauniatuenno.it;TNMM82901B
"LICEO ""A. Rosmini"" - TRENTO";"EDUCAZIONE PER ADULTI RELATIVA AL PRIMO CICLO";;"A carattere statale/provinciale";"PATRIZIA VISCONTI";;;"Via Malfatti, 2 38122";TRENTO;0461/914400;0461/914498;rosmini.trento@pec.provincia.tn.it;dir.rosmini.tn@scuole.provincia.tn.it;segr.rosmini.tn@scuole.provincia.tn.it;https://www.rosmini.eu;TNCT70500P
"ISTITUTO COMPRENSIVO VIGOLO VATTARO";"SCUOLA SECONDARIA DI PRIMO GRADO VIGOLO VATTARO";;"A carattere statale/provinciale";"GABRIELLA VITALE";;;"Via Garibaldi - Vigolo Vattaro, 8 38049";"ALTOPIANO DELLA VIGOLANA";0461/848878;0461/845217;ic.vigolovattaro@pec.provincia.tn.it;dir.vigolovattaro@scuole.provincia.tn.it;segr.vigolovattaro@scuole.provincia.tn.it;https://www.icvigolovattaro.it;TNMM803017
"ISTITUTO COMPRENSIVO MEZZOCORONA";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"PAOLA SIGMUND";;;"Via Fornai, 1 38016";MEZZOCORONA;0461/605409;0461/605142;ic.mezzocorona@pec.provincia.tn.it;dir.ic.mezzocorona@scuole.provincia.tn.it;segr.ic.mezzocorona@scuole.provincia.tn.it;https://www.icmezzocorona.it;TNIC82300B
"ISTITUTO DI ISTRUZIONE ""La Rosa Bianca"" - CAVALESE";"EDUCAZIONE PER ADULTI RELATIVA AL PRIMO CICLO";;"A carattere statale/provinciale";"MARCO FELICETTI";;;"Via Gandhi, 1 38033";CAVALESE;0462/341449;0462/248071;weisserose@pec.provincia.tn.it;dir.iicavalese@scuole.provincia.tn.it;segr.iicavalese@scuole.provincia.tn.it;https://www.scuolefiemme.tn.it;TNCT710006
"ISTITUTO COMPRENSIVO CIVEZZANO";"SCUOLA SECONDARIA DI PRIMO GRADO ""G. ALESSANDRINI"" CIVEZZANO";;"A carattere statale/provinciale";"VENERA MUNAFO'";;;"Via Murialdo, 27 38045";CIVEZZANO;0461/858485;0461/858901;ic.civezzano@pec.provincia.tn.it;dir.i.c.civezzano@scuole.provincia.tn.it;segr.i.c.civezzano@scuole.provincia.tn.it;https://www.iccivezzano.eu;TNMM817015
"COLLEGIO ARCIVESCOVILE C.ENDRICI - TRENTO";"SCUOLA SECONDARIA DI PRIMO GRADO ARCIVESCOVILE TRENTO";;Paritaria/equiparata;"CHRISTIAN BONAZZA";"BRUNO DAVES";;"Via Monsignor  Endrici, 23 38122";TRENTO;0461/1731200;0461/1731288;collegioarcivescovile@pec.it;collegioarcivescovile@arcivescoviletrento.it;didatticatn@arcivescoviletrento.it;https://www.arcivescoviletrento.it;TN1M00400G
"ISTITUTO COMPRENSIVO RIVA 1";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"PAOLA BORTOLOTTI";;;"Viale Damiano Chiesa, 10 38066";"RIVA DEL GARDA";0464/553088;0464/553088;riva1@pec.provincia.tn.it;dir.riva1@scuole.provincia.tn.it;segr.riva1@scuole.provincia.tn.it;https://www.riva1.it;TNIC841001
"ISTITUTO COMPRENSIVO STRIGNO E TESINO";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"GIULIANA SIGHEL";;;"Via Roma - Strigno, 14 38059";"CASTEL IVANO";0461/762046;0461/763409;ic.strignotesino@pec.provincia.tn.it;dir.ic.strignoetesino@scuole.provincia.tn.it;segr.ic.strignoetesino@scuole.provincia.tn.it;https://www.icstrignoetesino.it;TNIC80100E
"ISTITUTO COMPRENSIVO STRIGNO E TESINO";"SCUOLA SECONDARIA DI PRIMO GRADO ""O. BRENTARI"" STRIGNO";;"A carattere statale/provinciale";"GIULIANA SIGHEL";;;"Via Roma - Strigno, 14 38059";"CASTEL IVANO";0461/762046;0461/763409;ic.strignotesino@pec.provincia.tn.it;dir.ic.strignoetesino@scuole.provincia.tn.it;segr.ic.strignoetesino@scuole.provincia.tn.it;https://www.icstrignoetesino.it;TNMM80102L
"ISTITUTO COMPRENSIVO LEVICO TERME";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"EZIO MONTIBELLER";;;"Via della Pace, 5 38056";"LEVICO TERME";0461/706146;0461/706099;ic.levicoterme@pec.provincia.tn.it;dir.ic.levico@scuole.provincia.tn.it;segr.ic.levico@scuole.provincia.tn.it;https://www.iclevico.eu;TNIC81800X
"ISTITUTO DI ISTRUZIONE ""M. Curie"" - PERGINE VALSUGANA";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"TIZIANA GULLI";;;"Via S Pietro, 4 38057";"PERGINE VALSUGANA";0461/511397;0461/531743;curie@pec.provincia.tn.it;dir.curie.pergine@scuole.provincia.tn.it;segr.curie.pergine@scuole.provincia.tn.it;https://www.curiepergine.it;TNIS004006
"ISTITUTO COMPRENSIVO VIGOLO VATTARO";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"GABRIELLA VITALE";;;"Via Garibaldi - Vigolo Vattaro, 8 38049";"ALTOPIANO DELLA VIGOLANA";0461/848878;0461/845217;ic.vigolovattaro@pec.provincia.tn.it;dir.vigolovattaro@scuole.provincia.tn.it;segr.vigolovattaro@scuole.provincia.tn.it;https://www.icvigolovattaro.it;TNIC803006
"ISTITUTO COMPRENSIVO TAIO";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"MAURA ZINI";;;"Via Degli Alpini - Taio, 17 38012";PREDAIA;0463/468193;0463/467616;ic.taio@pec.provincia.tn.it;dir.ictaio@scuole.provincia.tn.it;segr.ictaio@scuole.provincia.tn.it;https://www.ictaio.it;TNIC82600V
"ISTITUTO COMPRENSIVO ALTA VAL DI SOLE";"SCUOLA SECONDARIA DI PRIMO GRADO ""C. ZANELLA"" FUCINE DI OSSANA";;"A carattere statale/provinciale";"FRANCO VANIN";;;"Via S Michele, 11 38026";OSSANA;0463/751129;0463/750043;ic.altavaldisole@pec.provincia.tn.it;dir.icaltavaldisole@scuole.provincia.tn.it;segr.icaltavaldisole@scuole.provincia.tn.it;https://www.icaltavaldisole.it;TNMM832017
